Description;Return Rate
WRAP 50'S  CHRISTMAS;-1.4082920234339793
WRAP ALPHABET DESIGN;-0.31541761291950543
WRAP CHRISTMAS SCREEN PRINT;-2.380952380952381
WRAP CHRISTMAS VILLAGE;-2.1734405564007826
WRAP CIRCUS PARADE;-0.8689607229753215
WRAP COWBOYS  ;-1.2303149606299213
WRAP DOLLY GIRL;-0.9009009009009009
WRAP ENGLISH ROSE ;-0.3471740036106096
WRAP GINGHAM ROSE ;-1.1106175033318524
WRAP GREEN PEARS ;-1.327668613913967
WRAP I LOVE LONDON ;-0.5616715344866322
WRAP POPPIES  DESIGN;-0.48543689320388345
WRAP RED APPLES ;-0.4781943381790359
WRAP SUKI AND FRIENDS;-0.6172839506172839
WRAP VINTAGE LEAF DESIGN;-0.24528301886792453
WRAP VINTAGE PETALS  DESIGN;-0.7633587786259541
YELLOW COAT RACK PARIS FASHION;-1.0676156583629892
YELLOW EASTER EGG HUNT START POST;-5.88235294117647
YELLOW GIANT GARDEN THERMOMETER;-0.5319148936170213
YELLOW/BLUE RETRO RADIO;-6.666666666666667
YULETIDE IMAGES GIFT WRAP SET;-1.7777777777777777
ZINC  HEART T-LIGHT HOLDER;-1.7584994138335288
ZINC  STAR T-LIGHT HOLDER ;-1.3289036544850499
ZINC BOX SIGN HOME;-2.9197080291970803
ZINC FOLKART SLEIGH BELLS;-0.2434794209859249
ZINC HEARTS PLANT POT HOLDER;-4.428044280442804
ZINC HERB GARDEN CONTAINER;-0.3125
ZINC METAL HEART DECORATION;-0.29615840243696057
ZINC SWEETHEART WIRE LETTER RACK;-1.5444015444015444
ZINC T-LIGHT HOLDER STAR LARGE;-0.26842362127867253
ZINC T-LIGHT HOLDER STARS SMALL;-0.2907168814007268
ZINC TOP  2 DOOR WOODEN SHELF ;-31.25
ZINC WILLIE WINKIE  CANDLE STICK;-0.4105371193978789
